"Journal Data Filtered By:  Selected Categories: DENTISTRY, ORAL SURGERY & MEDICINE Selected Editions: ESCI Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"BDJ Open","N/A","2056-807X","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","106","n/a","n/a","0.55","100"%,
"Revista Portuguesa de Estomatologia Medicina Dentaria e Cirurgia Maxilofacial","1646-2890","1647-6700","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","104","n/a","n/a","0.07","0"%,
"Dental Cadmos","0011-8524","0011-8524","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","109","n/a","n/a","0.09","0"%,
"Acta Bioclinica","2244-8136","2244-8136","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","21","n/a","n/a","0.03","0"%,
"Dental Hypotheses","2155-8213","2155-8213","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","108","n/a","n/a","0.11","100"%,
"Orthodontic Waves","1344-0241","1878-1837","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","99","n/a","n/a","0.09","0"%,
"Odontoestomatologia","0797-0374","1688-9339","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","24","n/a","n/a","0.05","100"%,
"Saudi Dental Journal","1013-9052","1658-3558","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","1,107","n/a","n/a","0.92","100"%,
"Minerva Stomatologica","0026-4970","1827-174X","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","682","n/a","n/a","0.4","0"%,
"European Oral Research","2630-6158","2651-2823","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","49","n/a","n/a","0.3","100"%,
"Open Dentistry Journal","1874-2106","1874-2106","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","1,141","n/a","n/a","0.46","99.31"%,
"Journal of Orthodontics","1465-3125","1465-3133","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","908","n/a","n/a","0.45","2.96"%,
"Pediatric Dental Journal","0917-2394","1880-3997","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","137","n/a","n/a","0.18","0"%,
"Case Reports in Dentistry","2090-6447","2090-6455","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","770","n/a","n/a","0.36","100"%,
"Special Care in Dentistry","0275-1879","1754-4505","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","1,355","n/a","n/a","0.46","3.56"%,
"Annals of Dental Specialty","2347-2022","2321-8436","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","76","n/a","n/a","0.07","0"%,
"International Orthodontics","1761-7227","1879-680X","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","328","n/a","n/a","0.37","0.85"%,
"Oral Science International","1348-8643","1881-4204","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","168","n/a","n/a","0.33","8.57"%,
"APOS Trends in Orthodontics","2321-4600","2321-1407","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","70","n/a","n/a","0.12","100"%,
"Acta Stomatologica Croatica","0001-7019","1846-0410","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","324","n/a","n/a","0.39","100"%,
"Dental and Medical Problems","1644-387X","2300-9020","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","278","n/a","n/a","0.22","100"%,
"European Endodontic Journal","2548-0839","2548-0839","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","72","n/a","n/a","0.26","32.65"%,
"Journal of Oral Biosciences","1349-0079","1880-3865","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","407","n/a","n/a","0.53","12.63"%,
"Journal of Osseointegration","2036-413X","2036-4121","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","75","n/a","n/a","0.28","100"%,
"Imaging Science in Dentistry","2233-7822","2233-7830","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","607","n/a","n/a","0.6","53.17"%,
"Archives of Orofacial Science","1823-8602","2231-7163","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","256","n/a","n/a","0.2","0"%,
"ENDO-Endodontic Practice Today","1753-2809","1753-2817","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","85","n/a","n/a","0.09","0"%,
"Journal of Dentistry Indonesia","1693-9697","2355-4800","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","30","n/a","n/a","0.06","100"%,
"Contemporary Clinical Dentistry","0976-237X","0976-2361","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","1,244","n/a","n/a","0.4","100"%,
"Giornale Italiano di Endodonzia","1971-1425","1971-1425","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","57","n/a","n/a","0.1","26.67"%,
"Turkish Journal of Orthodontics","N/A","2148-9505","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","105","n/a","n/a","0.26","0"%,
"Bulletin of Tokyo Dental College","0040-8891","0040-8891","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","333","n/a","n/a","0.25","0"%,
"Clinical Advances in Periodontics","2573-8046","2163-0097","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","117","n/a","n/a","0.15","0.84"%,
"JOURNAL OF DENTISTRY FOR CHILDREN","1551-8949","1935-5068","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","975","n/a","n/a","0.2","0"%,
"Journal of Advanced Oral Research","2320-2068","2320-2076","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","90","n/a","n/a","0.09","1.39"%,
"Chinese Journal of Dental Research","1462-6446","1867-5646","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","424","n/a","n/a","0.73","0"%,
"International Journal of Dentistry","1687-8728","1687-8736","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","1,868","n/a","n/a","0.73","100"%,
"Oral & Maxillofacial Pathology Journal","0976-1225","2322-0384","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","37","n/a","n/a","0.03","0"%,
"Journal of Indian Prosthodontic Society","0972-4052","1998-4057","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","717","n/a","n/a","0.31","100"%,
"Journal of Maxillofacial & Oral Surgery","0972-8279","0974-942X","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","1,394","n/a","n/a","0.44","1.13"%,
"Romanian Journal of Oral Rehabilitation","N/A","2066-7000","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","267","n/a","n/a","0.37","100"%,
"Clinical and Experimental Dental Research","2057-4347","2057-4347","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","330","n/a","n/a","0.62","100"%,
"European Archives of Paediatric Dentistry","1818-6300","1996-9805","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","1,606","n/a","n/a","0.92","14.4"%,
"Oral and Maxillofacial Surgery-Heidelberg","1865-1550","1865-1569","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","1,113","n/a","n/a","0.48","5.71"%,
"International Journal of Medical Dentistry","2066-6063","2066-6063","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","52","n/a","n/a","0.12","100"%,
"Craniomaxillofacial Trauma & Reconstruction","1943-3875","1943-3883","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","590","n/a","n/a","0.31","0"%,
"International Journal of Esthetic Dentistry","2198-591X","2198-591X","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","526","n/a","n/a","0.52","0"%,
"Journal of Oral Health and Oral Epidemiology","2322-1372","2322-1372","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","43","n/a","n/a","0.08","100"%,
"Journal of Investigative and Clinical Dentistry","2041-1618","2041-1626","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","1,109","n/a","n/a","0.74","1.53"%,
"Journal of the World Federation of Orthodontists","2212-4438","2212-4438","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","114","n/a","n/a","0.23","1.19"%,
"Maxillofacial Plastic and Reconstructive Surgery","2288-8101","2288-8586","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","288","n/a","n/a","0.63","100"%,
"Odovtos International Journal of Dental Sciences","1659-1046","2215-3411","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","38","n/a","n/a","0.07","100"%,
"Informationen aus Orthodontie und Kieferorthopaedie","0020-0336","1439-4200","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","21","n/a","n/a","0.02","0"%,
"Pesquisa Brasileira em Odontopediatria e Clinica Integrada","1519-0501","1983-4632","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","354","n/a","n/a","0.26","100"%,
"European Journal of Prosthodontics and Restorative Dentistry","0965-7452","2396-8893","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","370","n/a","n/a","0.52","0"%,
"Journal of Oral and Maxillofacial Surgery Medicine and Pathology","2212-5558","2212-5566","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","267","n/a","n/a","0.13","1.66"%,
"Journal of the Korean Association of Oral and Maxillofacial Surgeons","2234-7550","2234-5930","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","600","n/a","n/a","0.49","69.74"%,
"Journal of International Society of Preventive and Community Dentistry","2231-0762","2250-1002","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","1,110","n/a","n/a","0.5","0"%,
"MKG-Chirurg","1865-9659","1865-9667","DENTISTRY, ORAL SURGERY & MEDICINE - ESCI","21","n/a","n/a","0.07","3.45"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
