"Journal Data Filtered By:  Selected Categories: RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING Selected Editions: ESCI Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"RADIOLOGIA","0033-8338","1578-178X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","354","n/a","n/a","0.17","0"%,
"IEEE Transactions on Radiation and Plasma Medical Sciences","2469-7311","2469-7303","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","752","n/a","n/a","0.95","0"%,
"PET Clinics","1556-8598","1559-7814","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","686","n/a","n/a","0.59","3.76"%,
"Radiography","1078-8174","1532-2831","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","1,298","n/a","n/a","0.39","5.38"%,
"BJR Case Reports","2055-7159","2055-7159","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","289","n/a","n/a","0.13","100"%,
"Forensic Imaging","2666-2264","2666-2256","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","16","n/a","n/a","n/a","4.23"%,
"Applied Radiology","0160-9963","1879-2898","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","187","n/a","n/a","0.04","0"%,
"Imagen Diagnostica","2171-3669","2171-9705","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","9","n/a","n/a","0.03","0"%,
"Ultrasound Journal","2036-3176","2524-8987","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","144","n/a","n/a","0.46","100"%,
"Emergency Radiology","1070-3004","1438-1435","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","1,624","n/a","n/a","0.4","3.05"%,
"Imagerie de la Femme","1776-9817","2214-8485","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","18","n/a","n/a","0.02","0"%,
"Acta Radiologica Open","N/A","2058-4601","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","403","n/a","n/a","0.36","100"%,
"Journal of Ultrasound","1971-3495","1876-7931","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","1,285","n/a","n/a","0.7","6.01"%,
"Radiologic Technology","0033-8397","1943-5657","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","447","n/a","n/a","0.15","0"%,
"Nuclear Medicine Review","1506-9680","1644-4345","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","223","n/a","n/a","0.19","100"%,
"SA Journal of Radiology","1027-202X","2078-6778","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","113","n/a","n/a","0.09","100"%,
"Journal of Breast Imaging","2631-6110","2631-6129","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","97","n/a","n/a","0.27","2.54"%,
"Journal of Medical Imaging","2329-4302","2329-4310","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","1,783","n/a","n/a","0.79","21.02"%,
"Journal of Medical Physics","0971-6203","1998-3913","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","561","n/a","n/a","0.25","100"%,
"Journal of Ultrasonography","2084-8404","2084-8404","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","357","n/a","n/a","0.24","100"%,
"World Journal of Radiology","1949-8470","1949-8470","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","1,405","n/a","n/a","0.51","100"%,
"Critical Ultrasound Journal","2036-3176","2036-7902","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","655","n/a","n/a","0.64","100"%,
"Polish Journal of Radiology","0137-7183","1899-0967","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","969","n/a","n/a","0.26","0"%,
"Journal of Medical Ultrasound","0929-6441","2212-1552","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","331","n/a","n/a","0.24","100"%,
"Ultrasound International Open","2509-596X","2199-7152","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","243","n/a","n/a","0.69","90"%,
"Hong Kong Journal of Radiology","2223-6619","2307-4620","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","35","n/a","n/a","0.05","0"%,
"Radiology Research and Practice","2090-1941","2090-195X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","260","n/a","n/a","0.28","100"%,
"Journal of Radiology Case Reports","1943-0922","1943-0922","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","620","n/a","n/a","0.18","100"%,
"European Journal of Radiology Open","N/A","2352-0477","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","492","n/a","n/a","0.48","100"%,
"Indian Journal of Nuclear Medicine","0972-3919","0974-0244","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","403","n/a","n/a","0.15","0"%,
"Iranian Journal of Nuclear Medicine","1681-2824","2008-2509","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","67","n/a","n/a","0.12","0"%,
"Journal of Clinical Imaging Science","2156-7514","2156-5597","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","604","n/a","n/a","0.23","89.18"%,
"Journal of Radiotherapy in Practice","1460-3969","1467-1131","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","207","n/a","n/a","0.12","4.35"%,
"Radiological Physics and Technology","1865-0333","1865-0341","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","519","n/a","n/a","0.4","1.32"%,
"Journal of Lasers in Medical Sciences","2008-9783","2228-6721","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","835","n/a","n/a","0.52","56.05"%,
"Journal of Medical Radiation Sciences","2051-3895","2051-3909","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","499","n/a","n/a","0.56","100"%,
"Current Cardiovascular Imaging Reports","1941-9066","1941-9074","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","319","n/a","n/a","0.31","18.1"%,
"Journal of Nuclear Medicine Technology","0091-4916","1535-5675","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","1,026","n/a","n/a","0.34","1.57"%,
"Nuclear Medicine and Molecular Imaging","1869-3474","1869-3482","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","796","n/a","n/a","0.48","1.81"%,
"Indian Journal of Radiology and Imaging","0971-3026","1998-3808","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","977","n/a","n/a","0.19","100"%,
"Biomedical Physics & Engineering Express","2057-1976","2057-1976","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","1,184","n/a","n/a","0.41","8.77"%,
"Current Problems in Diagnostic Radiology","0363-0188","0363-0188","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","971","n/a","n/a","0.41","0"%,
"JOURNAL OF DIAGNOSTIC MEDICAL SONOGRAPHY","8756-4793","1552-5430","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","385","n/a","n/a","0.07","1.98"%,
"International Journal of Particle Therapy","N/A","2331-5180","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","221","n/a","n/a","0.39","100"%,
"Journal of Forensic Radiology and Imaging","2212-4780","2212-4799","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","315","n/a","n/a","0.31","0"%,
"Molecular Imaging and Radionuclide Therapy","2146-1414","2147-1959","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","218","n/a","n/a","0.32","100"%,
"Journal of Visual Communication in Medicine","1745-3054","1745-3062","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","143","n/a","n/a","0.37","6.67"%,
"Reports of Practical Oncology and Radiotherapy","1507-1367","2083-4640","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","1,141","n/a","n/a","0.3","0"%,
"Journal of Medical Imaging and Radiation Sciences","1939-8654","1939-8654","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","576","n/a","n/a","0.35","0.86"%,
"Polish Journal of Medical Physics and Engineering","1898-0309","1898-0309","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","82","n/a","n/a","0.17","71.91"%,
"Egyptian Journal of Radiology and Nuclear Medicine","N/A","2090-4762","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","624","n/a","n/a","0.1","100"%,
"Techniques in Vascular and Interventional Radiology","1089-2516","1557-9808","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","906","n/a","n/a","0.48","1.9"%,
"American Journal of Nuclear Medicine and Molecular Imaging","2160-8407","2160-8407","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","881","n/a","n/a","0.7","0"%,
"Ultrasound","1742-271X","1743-1344","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI","389","n/a","n/a","0.31","1.74"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
