"Journal Data Filtered By:  Selected Categories: MEDICINE, RESEARCH & EXPERIMENTAL Selected Editions: SCIE Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"NATURE MEDICINE","1078-8956","1546-170X","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","114,401","53.44","Q1","9.96","3.21"%,
"Science Translational Medicine","1946-6234","1946-6242","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","45,509","17.956","Q1","4.04","3.14"%,
"JOURNAL OF CLINICAL INVESTIGATION","0021-9738","1558-8238","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","132,296","14.808","Q1","3.78","8.88"%,
"JOURNAL OF EXPERIMENTAL MEDICINE","0022-1007","1540-9538","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","74,803","14.307","Q1","3.42","96.77"%,
"MOLECULAR ASPECTS OF MEDICINE","0098-2997","1872-9452","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","8,136","14.235","Q1","1.68","24.31"%,
"Annual Review of Medicine","0066-4219","1545-326X","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","7,553","13.739","Q1","2.08","1.04"%,
"EMBO Molecular Medicine","1757-4676","1757-4684","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","11,474","12.137","Q1","2.89","88.37"%,
"TRENDS IN MOLECULAR MEDICINE","1471-4914","1471-499X","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","13,213","11.951","Q1","1.38","10.41"%,
"Theranostics","1838-7640","1838-7640","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","23,558","11.556","Q1","2.76","100"%,
"Clinical and Translational Medicine","2001-1326","2001-1326","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2,201","11.492","Q1","1.54","100"%,
"MOLECULAR THERAPY","1525-0016","1525-0024","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","24,333","11.454","Q1","2.73","87.43"%,
"Wiley Interdisciplinary Reviews-Nanomedicine and Nanobiotechnology","1939-5116","1939-0041","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","3,763","9.182","Q1","0.97","12.99"%,
"Molecular Therapy-Nucleic Acids","2162-2531","2162-2531","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","8,812","8.886","Q1","2.29","100"%,
"EXPERIMENTAL AND MOLECULAR MEDICINE","1226-3613","2092-6413","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","8,780","8.718","Q1","1.37","100"%,
"JOURNAL OF BIOMEDICAL SCIENCE","1021-7770","1423-0127","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","6,621","8.41","Q1","1.11","100"%,
"JCI Insight","N/A","2379-3708","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","15,237","8.315","Q1","2.18","40.3"%,
"EBioMedicine","2352-3964","2352-3964","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","15,647","8.143","Q1","2.28","100"%,
"Inflammation and Regeneration","N/A","1880-8190","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","743","7.354","Q1","0.81","100"%,
"npj Vaccines","N/A","2059-0105","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","1,342","7.344","Q1","1.62","100"%,
"Molecular Therapy-Oncolytics","2372-7705","2372-7705","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","1,582","7.2","Q1","1.42","100"%,
"AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS","1350-6129","1744-2818","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2,202","7.141","Q1","1.21","20.54"%,
"Translational Research","1931-5244","1878-1810","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","5,766","7.012","Q1","1.6","8.7"%,
"Cold Spring Harbor Perspectives in Medicine","2157-1422","2157-1422","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","10,709","6.915","Q1","1.99","0"%,
"Stem Cell Research & Therapy","N/A","1757-6512","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","13,356","6.832","Q1","1.27","100"%,
"Molecular Therapy-Methods & Clinical Development","N/A","2329-0501","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","3,268","6.698","Q1","1.54","100"%,
"EPMA Journal","1878-5077","1878-5085","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","1,507","6.543","Q1","1.35","28.7"%,
"BIOMEDICINE & PHARMACOTHERAPY","0753-3322","1950-6007","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","41,024","6.529","Q1","1.62","64.76"%,
"Nanomedicine-Nanotechnology Biology and Medicine","1549-9634","1549-9642","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","14,067","6.458","Q1","1.31","8.27"%,
"MOLECULAR MEDICINE","1076-1551","1528-3658","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","6,239","6.354","Q1","0.98","100"%,
"Biomarker Research","N/A","2050-7771","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","1,170","6.148","Q1","1.05","100"%,
"CLINICAL SCIENCE","0143-5221","1470-8736","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","14,200","6.124","Q1","1.36","34.89"%,
"Biomedicines","N/A","2227-9059","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2,391","6.081","Q1","0.91","100"%,
"ALTEX-Alternatives to Animal Experimentation","1868-596X","1868-8551","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","1,820","6.043","Q1","1.56","100"%,
"CANCER GENE THERAPY","0929-1903","1476-5500","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","3,768","5.987","Q1","1.26","15.55"%,
"mAbs","1942-0862","1942-0870","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","6,061","5.857","Q1","1.64","2.07"%,
"Stem Cell Reviews and Reports","2629-3269","2629-3277","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","3,488","5.739","Q2","1.08","22.22"%,
"HUMAN GENE THERAPY","1043-0342","1557-7422","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","7,074","5.695","Q2","1.27","7.47"%,
"LABORATORY INVESTIGATION","0023-6837","1530-0307","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","12,539","5.662","Q2","1.6","9.89"%,
"EXPERT REVIEWS IN MOLECULAR MEDICINE","1462-3994","1462-3994","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2,042","5.6","Q2","0.62","10.53"%,
"ARCHIVES OF PATHOLOGY & LABORATORY MEDICINE","0003-9985","1543-2165","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","13,569","5.534","Q2","1.64","1.24"%,
"Journal of Translational Medicine","N/A","1479-5876","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","18,129","5.531","Q2","1.3","100"%,
"Nucleic Acid Therapeutics","2159-3337","2159-3345","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","1,392","5.486","Q2","1.28","19.05"%,
"CYTOTHERAPY","1465-3249","1477-2566","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","7,694","5.414","Q2","0.98","11.82"%,
"JOURNAL OF CELLULAR AND MOLECULAR MEDICINE","1582-1838","1582-4934","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","22,006","5.31","Q2","1.15","99.96"%,
"GENE THERAPY","0969-7128","1476-5462","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","8,112","5.25","Q2","0.96","18.13"%,
"LIFE SCIENCES","0024-3205","1879-0631","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","33,802","5.037","Q2","1.21","3.15"%,
"Human Gene Therapy Clinical Development","2324-8637","2324-8645","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","488","5.032","Q2","1.03","0"%,
"Wiley Interdisciplinary Reviews-Systems Biology and Medicine","1939-5094","1939-005X","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","1,554","5","Q2","1.05","21.74"%,
"JOURNAL OF INHERITED METABOLIC DISEASE","0141-8955","1573-2665","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","8,207","4.982","Q2","1.2","40.31"%,
"PPAR Research","1687-4757","1687-4765","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","1,699","4.964","Q2","0.89","100"%,
"MOLECULAR PHARMACEUTICS","1543-8384","1543-8392","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","22,570","4.939","Q2","1.46","4.73"%,
"Biomedical Journal","2319-4170","2320-2890","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","1,582","4.91","Q2","0.87","100"%,
"MOLECULAR GENETICS AND METABOLISM","1096-7192","1096-7206","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","9,612","4.797","Q2","0.96","20.21"%,
"NEUROMODULATION","1094-7159","1525-1403","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","4,447","4.722","Q2","1.16","14.5"%,
"CTS-Clinical and Translational Science","1752-8054","1752-8062","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2,368","4.689","Q2","1.01","100"%,
"EUROPEAN JOURNAL OF CLINICAL INVESTIGATION","0014-2972","1365-2362","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","8,197","4.686","Q2","1","12.42"%,
"Drug Delivery and Translational Research","2190-393X","2190-3948","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2,801","4.617","Q2","1.1","10.24"%,
"JOURNAL OF MOLECULAR MEDICINE-JMM","0946-2716","1432-1440","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","9,445","4.599","Q2","1.12","26.49"%,
"Frontiers of Medicine","2095-0217","2095-0225","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2,679","4.592","Q2","0.76","17.77"%,
"JOURNAL OF GENE MEDICINE","1099-498X","1521-2254","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2,294","4.565","Q2","0.73","5.86"%,
"Current Research in Translational Medicine","2452-3186","2452-3186","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","394","4.513","Q2","0.77","5.63"%,
"JOURNAL OF IMMUNOTHERAPY","1524-9557","1537-4513","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","3,872","4.456","Q2","1.07","8.11"%,
"Vaccines","N/A","2076-393X","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","3,381","4.422","Q2","0.73","100"%,
"EXPERT OPINION ON BIOLOGICAL THERAPY","1471-2598","1744-7682","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","5,994","4.388","Q2","0.71","3.61"%,
"Cancer Biology & Medicine","2095-3941","N/A","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","1,987","4.248","Q2","0.89","100"%,
"Journal of Cardiovascular Translational Research","1937-5387","1937-5395","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2,109","4.132","Q2","0.93","18.47"%,
"Orphanet Journal of Rare Diseases","N/A","1750-1172","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","10,742","4.123","Q2","0.92","100"%,
"INTERNATIONAL JOURNAL OF MOLECULAR MEDICINE","1107-3756","1791-244X","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","16,634","4.101","Q2","1.09","69.17"%,
"CELL TRANSPLANTATION","0963-6897","1555-3892","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","7,541","4.064","Q2","0.97","100"%,
"American Journal of Translational Research","1943-8141","1943-8141","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","10,495","4.06","Q2","0.94","0"%,
"Journal of Diabetes Research","2314-6745","2314-6753","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","6,686","4.011","Q3","0.7","100"%,
"CLINICAL AND EXPERIMENTAL MEDICINE","1591-8890","1591-9528","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","1,942","3.984","Q3","0.95","11.11"%,
"Annals of Translational Medicine","2305-5839","2305-5847","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","9,967","3.932","Q3","0.58","90.48"%,
"XENOTRANSPLANTATION","0908-665X","1399-3089","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2,129","3.907","Q3","1.01","10.14"%,
"ADVANCES IN THERAPY","0741-238X","1865-8652","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","5,488","3.845","Q3","0.93","66.94"%,
"VACCINE","0264-410X","1873-2518","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","50,113","3.641","Q3","0.88","29.65"%,
"WOUND REPAIR AND REGENERATION","1067-1927","1524-475X","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","7,277","3.617","Q3","0.93","13.79"%,
"MELANOMA RESEARCH","0960-8931","1473-5636","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","3,342","3.599","Q3","0.94","6.77"%,
"DISEASE MARKERS","0278-0240","1875-8630","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","5,699","3.434","Q3","0.77","100"%,
"Biomed Research International","2314-6133","2314-6141","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","59,552","3.411","Q3","0.61","99.95"%,
"Bosnian Journal of Basic Medical Sciences","1512-8601","1840-4812","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","1,274","3.363","Q3","0.66","100"%,
"LARYNGOSCOPE","0023-852X","1531-4995","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","32,798","3.325","Q3","1.16","3.76"%,
"Advances in Medical Sciences","1896-1126","1898-4002","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","1,490","3.287","Q3","0.74","15.08"%,
"STEM CELLS AND DEVELOPMENT","1547-3287","1557-8534","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","9,332","3.272","Q3","0.91","6.16"%,
"Experimental Neurobiology","1226-2560","2093-8144","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","1,499","3.261","Q3","0.69","39.73"%,
"CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS","1084-9785","1557-8852","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2,281","3.099","Q3","0.78","3.84"%,
"EXPERIMENTAL HEMATOLOGY","0301-472X","1873-2399","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","5,972","3.084","Q3","0.74","16.67"%,
"Journal of Zhejiang University-SCIENCE B","1673-1581","1862-1783","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","4,032","3.066","Q3","0.52","0"%,
"Discovery Medicine","1539-6509","1944-7930","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2,092","2.97","Q3","0.73","0"%,
"Molecular Medicine Reports","1791-2997","1791-3004","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","27,430","2.952","Q3","0.65","64.11"%,
"JOURNAL OF INVESTIGATIVE MEDICINE","1081-5589","1708-8267","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2,534","2.895","Q3","0.7","18.15"%,
"Biomarkers in Medicine","1752-0363","1752-0371","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2,462","2.851","Q3","0.62","9.6"%,
"KAOHSIUNG JOURNAL OF MEDICAL SCIENCES","1607-551X","2410-8650","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2,248","2.744","Q3","0.59","100"%,
"Iranian Journal of Basic Medical Sciences","2008-3866","2008-3874","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","3,551","2.699","Q3","0.69","100"%,
"EXPERIMENTAL BIOLOGY AND MEDICINE","1535-3702","1535-3699","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","8,195","2.691","Q3","0.83","2.49"%,
"Innate Immunity","1753-4259","1753-4267","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","1,884","2.68","Q3","0.59","97.7"%,
"MEDICAL SCIENCE MONITOR","1643-3750","1643-3750","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","16,524","2.649","Q3","0.69","0"%,
"JOURNAL OF BONE AND MINERAL METABOLISM","0914-8779","1435-5604","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","3,320","2.626","Q3","0.73","0"%,
"Advances in Experimental Medicine and Biology","0065-2598","2214-8019","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","31,929","2.622","Q3","0.6","0.39"%,
"BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH","0100-879X","1414-431X","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","6,660","2.59","Q3","0.67","100"%,
"Lymphatic Research and Biology","1539-6851","1557-8585","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","1,321","2.589","Q3","0.63","10.41"%,
"CURRENT MEDICAL RESEARCH AND OPINION","0300-7995","1473-4877","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","8,352","2.58","Q3","0.73","17.59"%,
"Clinical Trials","1740-7745","1740-7753","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2,881","2.486","Q3","0.66","14.04"%,
"Experimental and Therapeutic Medicine","1792-0981","1792-1015","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","17,228","2.447","Q3","0.63","67.81"%,
"Human Gene Therapy Methods","1946-6536","1946-6544","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","688","2.396","Q3","0.65","12.5"%,
"INDIAN JOURNAL OF MEDICAL RESEARCH","0971-5916","0971-5916","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","7,782","2.375","Q4","0.37","100"%,
"STATISTICS IN MEDICINE","0277-6715","1097-0258","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","33,374","2.373","Q4","0.82","14.58"%,
"Trials","N/A","1745-6215","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","13,618","2.279","Q4","0.61","100"%,
"ARCHIVES OF MEDICAL RESEARCH","0188-4409","1873-5487","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","4,362","2.235","Q4","0.52","2.95"%,
"Contemporary Clinical Trials","1551-7144","1559-2030","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","4,858","2.226","Q4","0.66","8.35"%,
"CURRENT MOLECULAR MEDICINE","1566-5240","1875-5666","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","4,297","2.222","Q4","0.46","0"%,
"EUROPEAN JOURNAL OF MEDICAL RESEARCH","0949-2321","2047-783X","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2,062","2.175","Q4","0.61","100"%,
"IN VIVO","0258-851X","1791-7549","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","4,709","2.155","Q4","0.54","0"%,
"Current Medical Science","2096-5230","2523-899X","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","900","2.135","Q4","0.5","3.36"%,
"Metabolic Syndrome and Related Disorders","1540-4196","1557-8518","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","1,970","1.894","Q4","0.57","3.85"%,
"TOHOKU JOURNAL OF EXPERIMENTAL MEDICINE","0040-8727","1349-3329","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","3,731","1.848","Q4","0.51","33.33"%,
"Journal of Applied Biomedicine","1214-021X","1214-0287","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","689","1.797","Q4","0.45","47.42"%,
"Advances in Clinical and Experimental Medicine","1899-5276","2451-2680","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","2,420","1.727","Q4","0.43","63.77"%,
"SCANDINAVIAN JOURNAL OF CLINICAL & LABORATORY INVESTIGATION","0036-5513","1502-7686","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","4,060","1.713","Q4","0.48","10.83"%,
"JOURNAL OF BIOLOGICAL REGULATORS AND HOMEOSTATIC AGENTS","0393-974X","1724-6083","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","3,171","1.711","Q4","0.29","0"%,
"JOURNAL OF INTERNATIONAL MEDICAL RESEARCH","0300-0605","1473-2300","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","6,247","1.671","Q4","0.43","99.96"%,
"YONAGO ACTA MEDICA","0513-5710","1346-8049","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","382","1.641","Q4","0.33","0"%,
"MEDICAL HYPOTHESES","0306-9877","1532-2777","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","9,727","1.538","Q4","0.47","11.32"%,
"PERSPECTIVES IN BIOLOGY AND MEDICINE","0031-5982","1529-8795","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","1,263","1.416","Q4","0.59","0"%,
"ATLA-ALTERNATIVES TO LABORATORY ANIMALS","0261-1929","2632-3559","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","1,047","1.303","Q4","0.35","11.54"%,
"BIOMEDICAL PAPERS-OLOMOUC","1213-8118","1804-7521","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","1,375","1.245","Q4","0.26","100"%,
"BIOMEDICAL RESEARCH-TOKYO","0388-6107","1880-313X","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","928","1.203","Q4","0.43","0"%,
"Nagoya Journal of Medical Science","2186-3326","0027-7622","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","757","1.131","Q4","0.27","0"%,
"Aerospace Medicine and Human Performance","2375-6314","2375-6322","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","732","1.053","Q4","0.29","1.8"%,
"Revista Romana de Medicina de Laborator","1841-6624","2284-5623","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","211","1.027","Q4","0.25","100"%,
"ACTA MEDICA OKAYAMA","0386-300X","0386-300X","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","1,046","0.892","Q4","0.21","0"%,
"Clinical and Investigative Medicine","0147-958X","1488-2353","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","1,257","0.825","Q4","0.27","0"%,
"M S-MEDECINE SCIENCES","0767-0974","1958-5381","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","1,008","0.818","Q4","0.14","55.73"%,
"BULLETIN OF EXPERIMENTAL BIOLOGY AND MEDICINE","0007-4888","1573-8221","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","3,141","0.804","Q4","0.24","0"%,
"JOURNAL OF THE PAKISTAN MEDICAL ASSOCIATION","0030-9982","N/A","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","4,360","0.781","Q4","0.19","0"%,
"Undersea and Hyperbaric Medicine","1066-2936","N/A","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","963","0.698","Q4","0.21","0"%,
"INVESTIGACION CLINICA","0535-5133","0535-5133","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","248","0.683","Q4","0.05","55.56"%,
"ANNALES DE BIOLOGIE CLINIQUE","0003-3898","1950-6112","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","632","0.459","Q4","0.17","18.64"%,
"Postepy Higieny I Medycyny Doswiadczalnej","0032-5449","1732-2693","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","1,539","0.27","Q4","0.16","100"%,
"Asian Biomedicine","1905-7415","1875-855X","MEDICINE, RESEARCH & EXPERIMENTAL - SCIE","369","0.267","Q4","0.1","77.78"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
