"Journal Data Filtered By:  Selected Categories: RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING Selected Editions: SCIE Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,ISSN,eISSN,Category,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of OA Gold
"JACC-Cardiovascular Imaging","1936-878X","1876-7591","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","14,398","14.805","Q1","3.41","10.02"%,
"RADIOLOGY","0033-8419","N/A","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","72,249","11.105","Q1","2.83","5.97"%,
"JOURNAL OF NUCLEAR MEDICINE","0161-5505","1535-5667","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","32,949","10.057","Q1","2.6","7.8"%,
"IEEE TRANSACTIONS ON MEDICAL IMAGING","0278-0062","1558-254X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","27,030","10.048","Q1","2.25","0"%,
"EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING","1619-7070","1619-7089","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","20,634","9.236","Q1","2.45","31.78"%,
"MEDICAL IMAGE ANALYSIS","1361-8415","1361-8423","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","11,568","8.545","Q1","3.11","13.41"%,
"Photoacoustics","2213-5979","2213-5979","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1,093","8.484","Q1","1.89","100"%,
"CLINICAL NUCLEAR MEDICINE","0363-9762","1536-0229","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","6,344","7.794","Q1","1.05","4.13"%,
"Circulation-Cardiovascular Imaging","1941-9651","1942-0080","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","7,640","7.792","Q1","1.7","9.63"%,
"ULTRASOUND IN OBSTETRICS & GYNECOLOGY","0960-7692","1469-0705","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","18,164","7.299","Q1","1.97","10.25"%,
"INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS","0360-3016","1879-355X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","50,525","7.038","Q1","1.42","9.47"%,
"European Heart Journal-Cardiovascular Imaging","2047-2404","2047-2412","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","8,423","6.875","Q1","1.61","9.66"%,
"NEUROIMAGE","1053-8119","1095-9572","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","119,618","6.556","Q1","1.72","47.35"%,
"ULTRASCHALL IN DER MEDIZIN","0172-4614","1438-8782","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2,911","6.548","Q1","1.65","0"%,
"RADIOTHERAPY AND ONCOLOGY","0167-8140","1879-0887","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","22,462","6.28","Q1","1.39","14.26"%,
"INVESTIGATIVE RADIOLOGY","0020-9996","1536-0210","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","7,700","6.016","Q1","1.84","6.6"%,
"JOURNAL OF NUCLEAR CARDIOLOGY","1071-3581","1532-6551","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","5,882","5.952","Q1","0.95","15.17"%,
"SEMINARS IN RADIATION ONCOLOGY","1053-4296","1532-9461","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2,837","5.934","Q1","1.41","5.74"%,
"Journal of the American College of Radiology","1546-1440","1558-349X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","6,584","5.532","Q1","1.14","2.29"%,
"JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE","1097-6647","1532-429X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","6,935","5.364","Q1","1.44","100"%,
"RADIOGRAPHICS","0271-5333","N/A","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","16,021","5.333","Q1","1.62","2.31"%,
"EUROPEAN RADIOLOGY","0938-7994","1432-1084","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","29,642","5.315","Q1","1.54","18.44"%,
"Insights into Imaging","1869-4101","1869-4101","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3,147","5.231","Q1","0.96","100"%,
"HUMAN BRAIN MAPPING","1065-9471","1097-0193","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","27,538","5.038","Q1","1.32","50.24"%,
"Zeitschrift fur Medizinische Physik","0939-3889","1876-4436","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","781","4.82","Q1","1.05","9.78"%,
"JOURNAL OF MAGNETIC RESONANCE IMAGING","1053-1807","1522-2586","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","21,238","4.813","Q1","1.37","11.53"%,
"COMPUTERIZED MEDICAL IMAGING AND GRAPHICS","0895-6111","1879-0771","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3,232","4.79","Q1","1.36","5.24"%,
"MAGNETIC RESONANCE IN MEDICINE","0740-3194","1522-2594","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","38,556","4.668","Q1","1.41","21.85"%,
"Molecular Imaging","1536-0121","1536-0121","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1,323","4.488","Q1","0.7","100"%,
"SEMINARS IN NUCLEAR MEDICINE","0001-2998","1558-4623","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2,729","4.446","Q1","0.92","5.73"%,
"Journal of Cardiovascular Computed Tomography","1934-5925","1934-5925","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2,352","4.309","Q1","1","4.62"%,
"MEDICAL PHYSICS","0094-2405","2473-4209","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","30,918","4.071","Q1","1.13","11.34"%,
"JOURNAL OF DIGITAL IMAGING","0897-1889","1618-727X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3,680","4.056","Q1","1.25","13.59"%,
"NMR IN BIOMEDICINE","0952-3480","1099-1492","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","8,939","4.044","Q2","1.13","22.43"%,
"Diagnostic and Interventional Imaging","2211-5684","2211-5684","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2,437","4.026","Q2","0.83","2.13"%,
"AMERICAN JOURNAL OF ROENTGENOLOGY","0361-803X","1546-3141","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","39,721","3.959","Q2","1.01","0.25"%,
"INTERNATIONAL JOURNAL OF HYPERTHERMIA","0265-6736","1464-5157","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","6,199","3.914","Q2","1.04","74.25"%,
"CANCER IMAGING","1740-5025","1470-7330","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2,143","3.909","Q2","0.83","100"%,
"Quantitative Imaging in Medicine and Surgery","2223-4292","2223-4306","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2,318","3.837","Q2","0.89","83.66"%,
"AMERICAN JOURNAL OF NEURORADIOLOGY","0195-6108","1936-959X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","27,423","3.825","Q2","0.95","88.09"%,
"Biomedical Optics Express","2156-7085","N/A","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","12,803","3.732","Q2","1.2","100"%,
"Ultrasonography","2288-5919","2288-5943","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","887","3.675","Q2","0.88","100"%,
"Clinical Neuroradiology","1869-1439","1869-1447","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1,298","3.649","Q2","0.92","15.49"%,
"STRAHLENTHERAPIE UND ONKOLOGIE","0179-7158","1439-099X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3,742","3.621","Q2","0.8","26.61"%,
"PHYSICS IN MEDICINE AND BIOLOGY","0031-9155","1361-6560","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","31,418","3.609","Q2","0.98","12.36"%,
"Practical Radiation Oncology","1879-8500","1879-8500","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2,610","3.539","Q2","0.82","6.03"%,
"EUROPEAN JOURNAL OF RADIOLOGY","0720-048X","1872-7727","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","16,452","3.528","Q2","0.93","4.92"%,
"KOREAN JOURNAL OF RADIOLOGY","1229-6929","2005-8330","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","4,518","3.5","Q2","0.97","49.62"%,
"MOLECULAR IMAGING AND BIOLOGY","1536-1632","1860-2002","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3,489","3.488","Q2","0.99","21.1"%,
"Radiation Oncology","N/A","1748-717X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","7,613","3.481","Q2","0.79","100"%,
"Radiologia Medica","0033-8362","1826-6983","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3,248","3.469","Q2","0.86","3.83"%,
"JOURNAL OF VASCULAR AND INTERVENTIONAL RADIOLOGY","1051-0443","1535-7732","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","11,063","3.464","Q2","0.77","3.81"%,
"JOURNAL OF NEURORADIOLOGY","0150-9861","1773-0406","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1,475","3.447","Q2","0.74","2.63"%,
"Tomography","2379-1381","2379-139X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","612","3.358","Q2","0.8","87.39"%,
"EJNMMI Physics","2197-7364","2197-7364","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","743","3.309","Q2","0.92","100"%,
"ACADEMIC RADIOLOGY","1076-6332","1878-4046","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","7,316","3.173","Q2","0.85","3.95"%,
"JOURNAL OF BIOMEDICAL OPTICS","1083-3668","1560-2281","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","16,008","3.17","Q2","0.88","71.37"%,
"Contrast Media & Molecular Imaging","1555-4309","1555-4317","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1,831","3.161","Q2","0.61","100"%,
"EJNMMI Research","2191-219X","2191-219X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2,253","3.138","Q2","0.96","100"%,
"CANCER BIOTHERAPY AND RADIOPHARMACEUTICALS","1084-9785","1557-8852","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2,281","3.099","Q2","0.78","3.84"%,
"BRITISH JOURNAL OF RADIOLOGY","0007-1285","1748-880X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","12,892","3.039","Q2","0.7","6.64"%,
"Abdominal Radiology","2366-004X","2366-0058","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","4,221","3.039","Q2","0.86","4.61"%,
"JOURNAL OF THORACIC IMAGING","0883-5993","1536-0237","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2,025","3","Q2","0.74","3.02"%,
"ULTRASOUND IN MEDICINE AND BIOLOGY","0301-5629","1879-291X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","12,787","2.998","Q2","0.9","10.44"%,
"Radiology and Oncology","1318-2099","1581-3207","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1,289","2.991","Q2","0.58","100"%,
"International Journal of Computer Assisted Radiology and Surgery","1861-6410","1861-6429","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3,780","2.924","Q2","0.9","20.26"%,
"ULTRASONICS","0041-624X","1874-9968","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","8,026","2.89","Q2","1.12","1.95"%,
"RADIATION RESEARCH","0033-7587","1938-5404","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","10,056","2.841","Q3","0.81","0"%,
"NEURORADIOLOGY","0028-3940","1432-1920","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","6,702","2.804","Q3","0.68","15.07"%,
"Clinical and Translational Imaging","2281-5872","2281-7565","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","697","2.75","Q3","0.54","20.72"%,
"CARDIOVASCULAR AND INTERVENTIONAL RADIOLOGY","0174-1551","1432-086X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","7,145","2.74","Q3","0.64","13.8"%,
"JOURNAL OF RADIATION RESEARCH","0449-3060","1349-9157","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3,515","2.724","Q3","0.6","100"%,
"INTERNATIONAL JOURNAL OF RADIATION BIOLOGY","0955-3002","1362-3095","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","5,935","2.694","Q3","0.91","8.41"%,
"Physica Medica-European Journal of Medical Physics","1120-1797","1724-191X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","4,195","2.685","Q3","0.78","7.74"%,
"ANNALS OF NUCLEAR MEDICINE","0914-7187","1864-6433","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2,597","2.668","Q3","0.76","13.13"%,
"Dose-Response","1559-3258","1559-3258","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1,751","2.658","Q3","0.57","100"%,
"Diagnostic and Interventional Radiology","N/A","1305-3612","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1,926","2.63","Q3","0.65","0"%,
"MAGNETIC RESONANCE IMAGING","0730-725X","1873-5894","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","8,690","2.546","Q3","0.75","5.11"%,
"PEDIATRIC RADIOLOGY","0301-0449","1432-1998","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","7,867","2.505","Q3","0.83","10.51"%,
"JOURNAL OF NEUROIMAGING","1051-2284","1552-6569","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2,870","2.486","Q3","0.66","11.64"%,
"Magnetic Resonance in Medical Sciences","1347-3182","1880-2206","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","966","2.471","Q3","0.63","61.84"%,
"ROFO-FORTSCHRITTE AUF DEM GEBIET DER RONTGENSTRAHLEN UND DER BILDGEBENDEN VERFAHREN","1438-9029","1438-9010","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1,754","2.452","Q3","0.49","1.59"%,
"DENTOMAXILLOFACIAL RADIOLOGY","0250-832X","1476-542X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3,814","2.419","Q3","0.83","2.09"%,
"NUCLEAR MEDICINE AND BIOLOGY","0969-8051","1872-9614","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","4,025","2.408","Q3","0.8","11.11"%,
"Japanese Journal of Radiology","1867-1071","1867-108X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1,688","2.374","Q3","0.55","3.93"%,
"Brachytherapy","1538-4721","1873-1449","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2,421","2.362","Q3","0.57","3.66"%,
"INTERNATIONAL JOURNAL OF CARDIOVASCULAR IMAGING","1569-5794","1573-0743","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","4,056","2.357","Q3","0.62","16.92"%,
"CLINICAL RADIOLOGY","0009-9260","1365-229X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","8,240","2.35","Q3","0.65","2.83"%,
"QUARTERLY JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING","1824-4785","1827-1936","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1,048","2.346","Q3","0.47","0"%,
"MAGNETIC RESONANCE MATERIALS IN PHYSICS BIOLOGY AND MEDICINE","0968-5243","1352-8661","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1,817","2.31","Q3","0.65","34.89"%,
"RADIOLOGIC CLINICS OF NORTH AMERICA","0033-8389","1557-8275","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2,681","2.303","Q3","0.71","0"%,
"Magnetic Resonance Imaging Clinics of North America","1064-9689","1557-9786","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1,142","2.266","Q3","0.62","0.71"%,
"NEUROIMAGING CLINICS OF NORTH AMERICA","1052-5149","1557-9867","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1,515","2.264","Q3","0.66","4.48"%,
"CANADIAN ASSOCIATION OF RADIOLOGISTS JOURNAL-JOURNAL DE L ASSOCIATION CANADIENNE DES RADIOLOGISTES","0846-5371","1488-2361","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1,122","2.248","Q3","0.56","3.57"%,
"SKELETAL RADIOLOGY","0364-2348","1432-2161","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","7,214","2.199","Q3","0.63","8.19"%,
"JOURNAL OF ULTRASOUND IN MEDICINE","0278-4297","1550-9613","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","9,425","2.153","Q3","0.63","3.27"%,
"Journal of Applied Clinical Medical Physics","1526-9914","1526-9914","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3,903","2.102","Q3","0.61","100"%,
"ACTA RADIOLOGICA","0284-1851","1600-0455","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","5,480","1.99","Q3","0.57","3.39"%,
"BMC MEDICAL IMAGING","1471-2342","1471-2342","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1,603","1.93","Q3","0.6","100"%,
"RADIATION AND ENVIRONMENTAL BIOPHYSICS","0301-634X","1432-2099","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1,820","1.925","Q3","0.45","27.04"%,
"Journal of the Belgian Society of Radiology","2514-8281","2514-8281","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","234","1.894","Q4","0.14","100"%,
"SEMINARS IN ULTRASOUND CT AND MRI","0887-2171","1558-5034","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1,258","1.875","Q4","0.43","0.69"%,
"JOURNAL OF COMPUTER ASSISTED TOMOGRAPHY","0363-8715","1532-3145","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","5,739","1.826","Q4","0.44","3.15"%,
"SEMINARS IN MUSCULOSKELETAL RADIOLOGY","1089-7860","1098-898X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1,054","1.777","Q4","0.4","0"%,
"Journal of Innovative Optical Health Sciences","1793-5458","1793-7205","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","720","1.77","Q4","0.5","100"%,
"Journal of Medical Imaging and Radiation Oncology","1754-9477","1754-9485","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1,625","1.735","Q4","0.43","2.48"%,
"NUCLEAR MEDICINE COMMUNICATIONS","0143-3636","1473-5628","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3,469","1.69","Q4","0.48","4.1"%,
"Ultrasound Quarterly","0894-8771","1536-0253","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","774","1.657","Q4","0.33","1.95"%,
"Journal of Contemporary Brachytherapy","1689-832X","2081-2841","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","855","1.656","Q4","0.41","100"%,
"Medical Ultrasonography","1844-4172","2066-8643","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1,089","1.611","Q4","0.49","0"%,
"INTERVENTIONAL NEURORADIOLOGY","1591-0199","2385-2011","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1,851","1.61","Q4","0.44","1.52"%,
"CLINICAL IMAGING","0899-7071","1873-4499","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","3,133","1.605","Q4","0.45","1.3"%,
"ULTRASONIC IMAGING","0161-7346","1096-0910","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1,055","1.578","Q4","0.52","0"%,
"SEMINARS IN INTERVENTIONAL RADIOLOGY","0739-9529","1098-8963","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1,588","1.513","Q4","0.33","0"%,
"APPLIED RADIATION AND ISOTOPES","0969-8043","N/A","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","10,419","1.513","Q4","0.61","4.64"%,
"Medical Dosimetry","0958-3947","1873-4022","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","949","1.482","Q4","0.37","1.16"%,
"JOURNAL OF RADIOLOGICAL PROTECTION","0952-4746","1361-6498","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","1,438","1.394","Q4","0.54","12.76"%,
"NUKLEARMEDIZIN-NUCLEAR MEDICINE","0029-5566","2567-6407","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","634","1.379","Q4","0.37","0"%,
"Revista Espanola de Medicina Nuclear e Imagen Molecular","2253-654X","N/A","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","544","1.359","Q4","0.31","0"%,
"HEALTH PHYSICS","0017-9078","1538-5159","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","5,109","1.316","Q4","0.48","4.31"%,
"Journal of Medical Ultrasonics","1346-4523","1613-2254","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","788","1.314","Q4","0.38","4.04"%,
"SURGICAL AND RADIOLOGIC ANATOMY","0930-1038","1279-8517","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","4,351","1.246","Q4","0.48","9.85"%,
"Hellenic Journal of Nuclear Medicine","1790-5427","N/A","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","574","1.102","Q4","0.27","0"%,
"Cancer Radiotherapie","1278-3218","1769-6658","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","964","1.018","Q4","0.25","0.29"%,
"RADIOPROTECTION","0033-8451","1769-700X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","649","1.015","Q4","0.39","39.84"%,
"RADIATION PROTECTION DOSIMETRY","0144-8420","1742-3406","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","6,949","0.972","Q4","0.35","2.19"%,
"JOURNAL OF CLINICAL ULTRASOUND","0091-2751","1097-0096","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","2,488","0.91","Q4","0.28","2.44"%,
"Current Medical Imaging","1573-4056","1875-6603","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","665","0.858","Q4","0.2","0"%,
"SEMINARS IN ROENTGENOLOGY","0037-198X","1558-4658","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","403","0.8","Q4","0.19","0"%,
"International Journal of Radiation Research","2322-3243","2322-3243","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","402","0.779","Q4","0.2","0"%,
"RADIOLOGE","0033-832X","1432-2102","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","647","0.635","Q4","0.18","14.2"%,
"CONCEPTS IN MAGNETIC RESONANCE PART A","1546-6086","1552-5023","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","613","0.481","Q4","0.13","50"%,
"Iranian Journal of Radiology","1735-1065","2008-2711","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","428","0.212","Q4","0.05","96.2"%,
"Physical and Engineering Sciences in Medicine","2662-4729","2662-4737","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","184","n/a","Q4","n/a","1.79"%,

Copyright (c) 2021 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
